reading_id,reading_date,sensor,temperature,humidity,pressure
184679,"2019-12-30 21:55:15.000",Kitchen,74.48,28.2,0
184680,"2019-12-30 21:59:15.000",Garage,28.4,72.6,0
184681,"2019-12-30 21:59:28.000",Office,59,25.8,0
184682,"2019-12-30 22:00:16.000",Kitchen,74.66,28.3,0
184683,"2019-12-30 22:03:35.000",Bedroom,74.12,28.6,30.11
184684,"2019-12-30 22:04:16.000",Garage,28.22,72.6,0
184685,"2019-12-30 22:04:28.000",Office,58.82,25.8,0
184686,"2019-12-30 22:05:12.000",Bedroom,73.94,28.5,30.11
184687,"2019-12-30 22:05:16.000",Kitchen,74.3,28.1,0
184688,"2019-12-30 22:09:16.000",Garage,28.04,72.7,0
184689,"2019-12-30 22:09:29.000",Office,58.64,25.9,0
184690,"2019-12-30 22:10:12.000",Bedroom,73.94,28.5,30.12
184691,"2019-12-30 22:10:16.000",Kitchen,73.94,28.3,0
184692,"2019-12-30 22:14:17.000",Garage,27.86,72.6,0
184693,"2019-12-30 22:14:29.000",Office,58.46,25.8,0
184694,"2019-12-30 22:15:11.000",Bedroom,73.04,28.8,30.12
184695,"2019-12-30 22:15:17.000",Kitchen,74.3,28.4,0
184696,"2019-12-30 22:16:03.000","Living Room",69.8,32,0
184697,"2019-12-30 22:17:06.000","Living Room",69.8,37,0
184698,"2019-12-30 22:19:17.000",Garage,27.86,72.7,0
184699,"2019-12-30 22:19:30.000",Office,58.28,25.1,0
184700,"2019-12-30 22:20:11.000",Bedroom,72.14,29.2,30.12
184701,"2019-12-30 22:20:17.000",Kitchen,74.3,28.3,0
184702,"2019-12-30 22:22:07.000","Living Room",75.2,28,0
184703,"2019-12-30 22:24:18.000",Garage,27.86,72.5,0
184704,"2019-12-30 22:24:31.000",Office,58.1,25.6,0
184705,"2019-12-30 22:25:11.000",Bedroom,71.6,29.6,30.12
184706,"2019-12-30 22:25:18.000",Kitchen,74.3,28.3,0
184707,"2019-12-30 22:27:07.000","Living Room",77,24,0
184708,"2019-12-30 22:29:18.000",Garage,28.04,71.9,0
184709,"2019-12-30 22:29:32.000",Office,57.92,25.4,0
184710,"2019-12-30 22:30:10.000",Bedroom,71.42,29.9,30.12
184711,"2019-12-30 22:30:19.000",Kitchen,74.48,28.2,0
184712,"2019-12-30 22:32:08.000","Living Room",77,24,0
184713,"2019-12-30 22:34:19.000",Garage,28.04,71.7,0
184714,"2019-12-30 22:34:32.000",Office,57.74,25.5,0
184715,"2019-12-30 22:35:13.000",Bedroom,71.24,30.1,30.12
184716,"2019-12-30 22:35:19.000",Kitchen,74.66,28.3,0
184717,"2019-12-30 22:37:08.000","Living Room",77,24,0
184718,"2019-12-30 22:39:19.000",Garage,27.68,72.1,0
184719,"2019-12-30 22:39:33.000",Office,57.92,26,0
184720,"2019-12-30 22:40:11.000",Bedroom,71.06,30,30.12
184721,"2019-12-30 22:40:19.000",Kitchen,74.66,28.4,0
184722,"2019-12-30 22:42:09.000","Living Room",77,24,0
184723,"2019-12-30 22:44:20.000",Garage,27.68,72.1,0
184724,"2019-12-30 22:44:33.000",Office,58.46,25.9,0
184725,"2019-12-30 22:45:13.000",Bedroom,71.24,30,30.12
184726,"2019-12-30 22:45:20.000",Kitchen,74.66,28.2,0
184727,"2019-12-30 22:47:10.000","Living Room",77,24,0
184728,"2019-12-30 22:49:20.000",Garage,27.86,71.9,0
184729,"2019-12-30 22:49:34.000",Office,58.64,25.3,0
184730,"2019-12-30 22:50:10.000",Bedroom,71.06,30,30.12
184731,"2019-12-30 22:50:21.000",Kitchen,74.3,28,0
184732,"2019-12-30 22:52:10.000","Living Room",77,24,0
184733,"2019-12-30 22:54:21.000",Garage,27.68,72,0
184734,"2019-12-30 22:54:35.000",Office,58.46,25.1,0
184735,"2019-12-30 22:55:10.000",Bedroom,71.24,29.9,30.12
184736,"2019-12-30 22:55:21.000",Kitchen,74.3,28.3,0
184737,"2019-12-30 22:57:11.000","Living Room",77,24,0
184738,"2019-12-30 22:59:21.000",Garage,27.5,72,0
184739,"2019-12-30 22:59:35.000",Office,58.46,24.9,0
184740,"2019-12-30 23:00:11.000",Bedroom,71.24,30.1,30.12
184741,"2019-12-30 23:00:22.000",Kitchen,74.48,28.2,0
184742,"2019-12-30 23:02:11.000","Living Room",78.8,24,0
184743,"2019-12-30 23:04:21.000",Garage,27.14,72.2,0
184744,"2019-12-30 23:04:36.000",Office,58.46,24.8,0
184745,"2019-12-30 23:05:11.000",Bedroom,71.06,30.3,30.12
184746,"2019-12-30 23:05:22.000",Kitchen,74.66,28.1,0
184747,"2019-12-30 23:07:12.000","Living Room",78.8,24,0
184748,"2019-12-30 23:09:22.000",Garage,27.14,72.3,0
184749,"2019-12-30 23:09:36.000",Office,58.28,24.9,0
184750,"2019-12-30 23:10:11.000",Bedroom,71.06,30.4,30.12
184751,"2019-12-30 23:10:23.000",Kitchen,74.84,28.1,0
184752,"2019-12-30 23:12:12.000","Living Room",78.8,24,0
184753,"2019-12-30 23:14:23.000",Garage,26.78,72.2,0
184754,"2019-12-30 23:14:37.000",Office,57.92,24.9,0
184755,"2019-12-30 23:15:10.000",Bedroom,71.06,30.4,30.12
184756,"2019-12-30 23:15:23.000",Kitchen,74.84,28,0
184757,"2019-12-30 23:17:13.000","Living Room",78.8,24,0
184758,"2019-12-30 23:19:23.000",Garage,26.78,72.2,0
184759,"2019-12-30 23:19:37.000",Office,57.92,24.7,0
184760,"2019-12-30 23:20:11.000",Bedroom,71.06,30.4,30.12
184761,"2019-12-30 23:20:24.000",Kitchen,74.84,28.1,0
184762,"2019-12-30 23:22:13.000","Living Room",78.8,24,0
184763,"2019-12-30 23:24:24.000",Garage,26.6,72.2,0
184764,"2019-12-30 23:24:38.000",Office,57.74,24.8,0
184765,"2019-12-30 23:25:11.000",Bedroom,71.06,30.9,30.11
184766,"2019-12-30 23:25:24.000",Kitchen,74.84,28.2,0
184767,"2019-12-30 23:27:14.000","Living Room",78.8,24,0
184768,"2019-12-30 23:29:38.000",Office,57.74,24.9,0
184769,"2019-12-30 23:30:11.000",Bedroom,71.06,31.4,30.12
184770,"2019-12-30 23:30:25.000",Kitchen,74.66,28.3,0
184771,"2019-12-30 23:32:14.000","Living Room",78.8,24,0
184772,"2019-12-30 23:34:32.000",Garage,26.42,72.3,0
184773,"2019-12-30 23:34:39.000",Office,57.56,24.6,0
184774,"2019-12-30 23:35:10.000",Bedroom,71.06,31.5,30.11
184775,"2019-12-30 23:35:25.000",Kitchen,74.84,28.5,0
184776,"2019-12-30 23:37:15.000","Living Room",78.8,24,0
184777,"2019-12-30 23:39:32.000",Garage,26.42,72.4,0
184778,"2019-12-30 23:39:39.000",Office,57.56,24.4,0
184779,"2019-12-30 23:40:10.000",Bedroom,71.06,31.5,30.11
184780,"2019-12-30 23:40:26.000",Kitchen,74.84,28.6,0
184781,"2019-12-30 23:42:15.000","Living Room",78.8,24,0
184782,"2019-12-30 23:44:33.000",Garage,26.24,72.2,0
184783,"2019-12-30 23:44:40.000",Office,57.38,24.8,0
184784,"2019-12-30 23:45:11.000",Bedroom,71.06,31.5,30.11
184785,"2019-12-30 23:45:26.000",Kitchen,74.84,28.5,0
184786,"2019-12-30 23:47:16.000","Living Room",78.8,24,0
184787,"2019-12-30 23:49:34.000",Garage,26.42,72.2,0
184788,"2019-12-30 23:49:41.000",Office,57.2,24.7,0
184789,"2019-12-30 23:50:11.000",Bedroom,71.06,31.5,30.11
184790,"2019-12-30 23:50:27.000",Kitchen,75.02,28.4,0
184791,"2019-12-30 23:52:16.000","Living Room",78.8,24,0
184792,"2019-12-30 23:54:34.000",Garage,26.6,71.4,0
184793,"2019-12-30 23:54:41.000",Office,57.02,24.7,0
184794,"2019-12-30 23:55:11.000",Bedroom,70.88,31.3,30.11
184795,"2019-12-30 23:55:28.000",Kitchen,74.84,28.3,0
184796,"2019-12-30 23:57:17.000","Living Room",78.8,24,0
184797,"2019-12-30 23:59:35.000",Garage,26.78,71.1,0
184798,"2019-12-30 23:59:42.000",Office,57.02,24.6,0
184799,"2019-12-31 00:00:10.000",Bedroom,70.88,31.3,30.11
184800,"2019-12-31 00:00:28.000",Kitchen,74.84,28.3,0
184801,"2019-12-31 00:02:17.000","Living Room",78.8,24,0
184802,"2019-12-31 00:04:35.000",Garage,26.6,71.2,0
184803,"2019-12-31 00:04:42.000",Office,56.84,24.5,0
184804,"2019-12-31 00:05:10.000",Bedroom,70.88,31.2,30.1
184805,"2019-12-31 00:05:29.000",Kitchen,74.84,28.3,0
184806,"2019-12-31 00:07:18.000","Living Room",78.8,24,0
184807,"2019-12-31 00:09:36.000",Garage,27.32,71.8,0
184808,"2019-12-31 00:09:43.000",Office,56.66,24.6,0
184809,"2019-12-31 00:10:11.000",Bedroom,70.88,31.2,30.1
184810,"2019-12-31 00:10:30.000",Kitchen,74.66,28.3,0
184811,"2019-12-31 00:12:18.000","Living Room",78.8,24,0
184812,"2019-12-31 00:14:36.000",Garage,26.24,71.6,0
184813,"2019-12-31 00:15:11.000",Bedroom,70.52,31.1,30.1
184814,"2019-12-31 00:15:30.000",Kitchen,74.66,28.1,0
184815,"2019-12-31 00:19:37.000",Garage,26.06,71.5,0
184816,"2019-12-31 00:19:51.000",Office,56.48,24.7,0
184817,"2019-12-31 00:20:10.000",Bedroom,70.7,31.1,30.1
184818,"2019-12-31 00:20:31.000",Kitchen,74.84,28.2,0
184819,"2019-12-31 00:22:27.000","Living Room",78.8,24,0
184820,"2019-12-31 00:24:37.000",Garage,26.96,72.1,0
184821,"2019-12-31 00:24:51.000",Office,56.3,24.7,0
184822,"2019-12-31 00:25:11.000",Bedroom,70.52,31.1,30.1
184823,"2019-12-31 00:25:31.000",Kitchen,74.66,28.1,0
184824,"2019-12-31 00:27:27.000","Living Room",78.8,24,0
184825,"2019-12-31 00:29:38.000",Garage,25.88,71.8,0
184826,"2019-12-31 00:29:52.000",Office,56.12,24.7,0
184827,"2019-12-31 00:30:11.000",Bedroom,70.52,31.2,30.1
184828,"2019-12-31 00:30:32.000",Kitchen,74.48,28,0
184829,"2019-12-31 00:32:28.000","Living Room",78.8,24,0
184830,"2019-12-31 00:34:38.000",Garage,25.88,71.9,0
184831,"2019-12-31 00:34:52.000",Office,55.94,24.6,0
184832,"2019-12-31 00:35:11.000",Bedroom,70.52,31.2,30.1
184833,"2019-12-31 00:35:32.000",Kitchen,74.48,28,0
184834,"2019-12-31 00:37:29.000","Living Room",78.8,24,0
184835,"2019-12-31 00:39:39.000",Garage,25.7,71.9,0
184836,"2019-12-31 00:39:53.000",Office,55.76,24.6,0
184837,"2019-12-31 00:40:10.000",Bedroom,70.34,31.1,30.1
184838,"2019-12-31 00:40:33.000",Kitchen,74.48,27.9,0
184839,"2019-12-31 00:42:29.000","Living Room",78.8,24,0
184840,"2019-12-31 00:44:39.000",Garage,25.7,71.9,0
184841,"2019-12-31 00:44:53.000",Office,55.76,24.7,0
184842,"2019-12-31 00:45:11.000",Bedroom,70.34,31,30.1
184843,"2019-12-31 00:45:34.000",Kitchen,74.48,27.8,0
184844,"2019-12-31 00:47:30.000","Living Room",78.8,24,0
184845,"2019-12-31 00:49:40.000",Garage,25.52,71.9,0
184846,"2019-12-31 00:49:54.000",Office,55.76,24.7,0
184847,"2019-12-31 00:50:11.000",Bedroom,70.52,30.8,30.09
184848,"2019-12-31 00:50:34.000",Kitchen,74.48,27.8,0
184849,"2019-12-31 00:52:31.000","Living Room",78.8,24,0
184850,"2019-12-31 00:54:40.000",Garage,25.52,71.9,0
184851,"2019-12-31 00:54:54.000",Office,55.76,24.6,0
184852,"2019-12-31 00:55:11.000",Bedroom,70.34,30.8,30.09
184853,"2019-12-31 00:55:35.000",Kitchen,74.48,27.8,0
184854,"2019-12-31 00:57:31.000","Living Room",78.8,24,0
184855,"2019-12-31 00:59:41.000",Garage,25.52,72,0
184856,"2019-12-31 00:59:55.000",Office,55.4,24.6,0
184857,"2019-12-31 01:00:14.000",Bedroom,71.06,30.2,30.09
184858,"2019-12-31 01:00:35.000",Kitchen,74.48,27.9,0
184859,"2019-12-31 01:02:32.000","Living Room",78.8,24,0
184860,"2019-12-31 01:04:41.000",Garage,25.34,72,0
184861,"2019-12-31 01:04:55.000",Office,55.58,24.6,0
184862,"2019-12-31 01:05:11.000",Bedroom,70.88,30.1,30.09
184863,"2019-12-31 01:07:32.000","Living Room",78.8,24,0
184864,"2019-12-31 01:09:42.000",Garage,25.34,72,0
184865,"2019-12-31 01:09:56.000",Office,55.4,24.6,0
184866,"2019-12-31 01:10:10.000",Bedroom,71.24,30.1,30.09
184867,"2019-12-31 01:10:44.000",Kitchen,74.66,27.9,0
184868,"2019-12-31 01:12:33.000","Living Room",78.8,24,0
184869,"2019-12-31 01:14:42.000",Garage,25.34,71.7,0
184870,"2019-12-31 01:14:56.000",Office,55.4,24.6,0
184871,"2019-12-31 01:15:13.000",Bedroom,71.6,30,30.09
184872,"2019-12-31 01:15:44.000",Kitchen,74.66,27.9,0
184873,"2019-12-31 01:17:33.000","Living Room",78.8,24,0
184874,"2019-12-31 01:19:43.000",Garage,25.34,71.6,0
184875,"2019-12-31 01:19:57.000",Office,55.04,24.6,0
184876,"2019-12-31 01:20:10.000",Bedroom,71.6,29.9,30.09
184877,"2019-12-31 01:20:45.000",Kitchen,74.66,27.8,0
184878,"2019-12-31 01:22:34.000","Living Room",78.8,24,0
184879,"2019-12-31 01:24:45.000",Garage,25.52,71.3,0
184880,"2019-12-31 01:24:57.000",Office,55.04,24.4,0
184881,"2019-12-31 01:25:11.000",Bedroom,71.78,29.9,30.09
184882,"2019-12-31 01:25:45.000",Kitchen,74.66,27.8,0
184883,"2019-12-31 01:27:35.000","Living Room",78.8,24,0
184884,"2019-12-31 01:29:45.000",Garage,25.34,71,0
184885,"2019-12-31 01:29:58.000",Office,54.86,24.4,0
184886,"2019-12-31 01:30:11.000",Bedroom,71.78,29.8,30.09
184887,"2019-12-31 01:30:45.000",Kitchen,74.84,27.9,0
184888,"2019-12-31 01:32:35.000","Living Room",78.8,24,0
184889,"2019-12-31 01:34:46.000",Garage,25.16,71.1,0
184890,"2019-12-31 01:34:58.000",Office,54.68,24.4,0
184891,"2019-12-31 01:35:11.000",Bedroom,71.96,29.8,30.09
184892,"2019-12-31 01:35:46.000",Kitchen,74.84,27.8,0
184893,"2019-12-31 01:37:36.000","Living Room",78.8,24,0
184894,"2019-12-31 01:39:46.000",Garage,24.98,71.4,0
184895,"2019-12-31 01:39:59.000",Office,54.68,24.4,0
184896,"2019-12-31 01:40:11.000",Bedroom,71.96,30.1,30.09
184897,"2019-12-31 01:40:46.000",Kitchen,75.02,28.1,0
184898,"2019-12-31 01:42:36.000","Living Room",78.8,24,0
184899,"2019-12-31 01:44:47.000",Garage,24.8,71.6,0
184900,"2019-12-31 01:45:00.000",Office,54.5,24.5,0
184901,"2019-12-31 01:45:11.000",Bedroom,71.96,32.4,30.09
184902,"2019-12-31 01:45:47.000",Kitchen,75.02,29.1,0
184903,"2019-12-31 01:47:37.000","Living Room",78.8,25,0
184904,"2019-12-31 01:49:47.000",Garage,24.62,71.6,0
184905,"2019-12-31 01:50:11.000",Bedroom,72.14,32.8,30.09
184906,"2019-12-31 01:50:47.000",Kitchen,75.02,29.5,0
184907,"2019-12-31 01:54:48.000",Garage,24.62,71.7,0
184908,"2019-12-31 01:55:08.000",Office,54.32,24.4,0
184909,"2019-12-31 01:55:11.000",Bedroom,72.14,32.6,30.09
184910,"2019-12-31 01:55:48.000",Kitchen,75.02,29.4,0
184911,"2019-12-31 01:57:45.000","Living Room",78.8,25,0
184912,"2019-12-31 01:59:48.000",Garage,24.62,71.7,0
184913,"2019-12-31 02:00:08.000",Office,54.14,24.4,0
184914,"2019-12-31 02:00:18.000",Bedroom,72.14,31.9,30.09
184915,"2019-12-31 02:00:48.000",Kitchen,75.02,29.3,0
184916,"2019-12-31 02:02:46.000","Living Room",78.8,25,0
184917,"2019-12-31 02:04:49.000",Garage,24.62,71.6,0
184918,"2019-12-31 02:05:09.000",Office,54.14,24.3,0
184919,"2019-12-31 02:05:10.000",Bedroom,72.14,31.9,30.09
184920,"2019-12-31 02:05:49.000",Kitchen,75.02,29.2,0
184921,"2019-12-31 02:07:46.000","Living Room",78.8,25,0
184922,"2019-12-31 02:09:49.000",Garage,24.44,71.7,0
184923,"2019-12-31 02:10:09.000",Office,54.14,24.2,0
184924,"2019-12-31 02:10:10.000",Bedroom,72.32,32.2,30.08
184925,"2019-12-31 02:10:49.000",Kitchen,75.02,29.2,0
184926,"2019-12-31 02:12:47.000","Living Room",78.8,25,0
184927,"2019-12-31 02:14:50.000",Garage,24.44,71.8,0
184928,"2019-12-31 02:15:10.000",Office,54.14,24.2,0
184929,"2019-12-31 02:15:11.000",Bedroom,72.14,32,30.09
184930,"2019-12-31 02:15:50.000",Kitchen,74.84,29,0
184931,"2019-12-31 02:17:47.000","Living Room",78.8,25,0
184932,"2019-12-31 02:19:50.000",Garage,24.62,71.8,0
184933,"2019-12-31 02:20:10.000",Office,53.96,24.2,0
184934,"2019-12-31 02:20:11.000",Bedroom,72.14,31.8,30.09
184935,"2019-12-31 02:20:50.000",Kitchen,74.66,28.8,0
184936,"2019-12-31 02:22:48.000","Living Room",78.8,25,0
184937,"2019-12-31 02:24:52.000",Garage,24.26,71.6,0
184938,"2019-12-31 02:25:11.000",Office,53.96,24.1,0
184939,"2019-12-31 02:25:11.000",Bedroom,71.96,31.8,30.09
184940,"2019-12-31 02:25:51.000",Kitchen,74.66,28.8,0
184941,"2019-12-31 02:27:48.000","Living Room",78.8,25,0
184942,"2019-12-31 02:29:52.000",Garage,24.26,71.6,0
184943,"2019-12-31 02:30:11.000",Office,53.78,24,0
184944,"2019-12-31 02:30:13.000",Bedroom,71.78,31.6,30.08
184945,"2019-12-31 02:30:51.000",Kitchen,74.66,28.7,0
184946,"2019-12-31 02:32:49.000","Living Room",78.8,25,0
184947,"2019-12-31 02:34:53.000",Garage,24.26,71.5,0
184948,"2019-12-31 02:35:11.000",Bedroom,71.78,31.5,30.08
184949,"2019-12-31 02:35:12.000",Office,53.6,24.1,0
184950,"2019-12-31 02:35:52.000",Kitchen,74.66,28.7,0
184951,"2019-12-31 02:37:49.000","Living Room",77,23,0
184952,"2019-12-31 02:39:53.000",Garage,24.08,71.6,0
184953,"2019-12-31 02:40:10.000",Bedroom,71.78,31.6,30.08
184954,"2019-12-31 02:40:12.000",Office,53.6,24,0
184955,"2019-12-31 02:40:52.000",Kitchen,74.48,28.5,0
184956,"2019-12-31 02:42:50.000","Living Room",78.8,24,0
184957,"2019-12-31 02:44:54.000",Garage,24.08,71.6,0
184958,"2019-12-31 02:45:11.000",Bedroom,71.78,32.1,30.08
184959,"2019-12-31 02:45:13.000",Office,53.6,24,0
184960,"2019-12-31 02:45:53.000",Kitchen,74.3,28.5,0
184961,"2019-12-31 02:47:50.000","Living Room",78.8,24,0
184962,"2019-12-31 02:49:55.000",Garage,24.08,71.6,0
184963,"2019-12-31 02:50:11.000",Bedroom,71.78,32,30.08
184964,"2019-12-31 02:50:13.000",Office,53.6,24,0
184965,"2019-12-31 02:50:53.000",Kitchen,74.12,28.5,0
184966,"2019-12-31 02:52:51.000","Living Room",78.8,24,0
184967,"2019-12-31 02:54:55.000",Garage,24.62,70.7,0
184968,"2019-12-31 02:55:11.000",Bedroom,71.6,32.5,30.08
184969,"2019-12-31 02:55:14.000",Office,53.42,23.8,0
184970,"2019-12-31 02:55:54.000",Kitchen,74.12,28.5,0
184971,"2019-12-31 02:57:51.000","Living Room",77,23,0
184972,"2019-12-31 02:59:56.000",Garage,24.62,70.3,0
184973,"2019-12-31 03:00:11.000",Bedroom,71.6,31.3,30.08
184974,"2019-12-31 03:00:14.000",Office,53.42,23.9,0
184975,"2019-12-31 03:00:56.000",Kitchen,73.94,28.5,0
184976,"2019-12-31 03:02:52.000","Living Room",78.8,24,0
184977,"2019-12-31 03:04:57.000",Garage,24.26,70.5,0
184978,"2019-12-31 03:05:11.000",Bedroom,71.42,31,30.08
184979,"2019-12-31 03:05:15.000",Office,53.42,23.8,0
184980,"2019-12-31 03:07:52.000","Living Room",77,23,0
184981,"2019-12-31 03:09:57.000",Garage,24.08,70.9,0
184982,"2019-12-31 03:10:10.000",Bedroom,71.24,30.6,30.08
184983,"2019-12-31 03:10:15.000",Office,53.24,23.8,0
184984,"2019-12-31 03:11:04.000",Kitchen,73.76,28.5,0
184985,"2019-12-31 03:12:53.000","Living Room",77,23,0
184986,"2019-12-31 03:14:58.000",Garage,24.08,71,0
184987,"2019-12-31 03:15:13.000",Bedroom,71.24,30.4,30.07
184988,"2019-12-31 03:15:16.000",Office,53.06,23.9,0
184989,"2019-12-31 03:16:05.000",Kitchen,73.94,28.4,0
184990,"2019-12-31 03:17:54.000","Living Room",77,23,0
184991,"2019-12-31 03:19:58.000",Garage,23.9,71.1,0
184992,"2019-12-31 03:20:11.000",Bedroom,71.24,30.4,30.08
184993,"2019-12-31 03:20:16.000",Office,53.06,23.9,0
184994,"2019-12-31 03:21:06.000",Kitchen,73.94,28.3,0
184995,"2019-12-31 03:22:54.000","Living Room",77,24,0
184996,"2019-12-31 03:24:59.000",Garage,23.9,71.1,0
184997,"2019-12-31 03:25:11.000",Bedroom,71.24,30.5,30.08
184998,"2019-12-31 03:26:06.000",Kitchen,73.94,28.3,0
184999,"2019-12-31 03:27:55.000","Living Room",77,24,0
185000,"2019-12-31 03:29:59.000",Garage,23.9,71.1,0
185001,"2019-12-31 03:30:11.000",Bedroom,71.42,30.4,30.07
185002,"2019-12-31 03:30:25.000",Office,52.88,23.8,0
185003,"2019-12-31 03:31:07.000",Kitchen,74.12,28.3,0
185004,"2019-12-31 03:32:55.000","Living Room",77,23,0
185005,"2019-12-31 03:35:00.000",Garage,23.72,71.2,0
185006,"2019-12-31 03:35:10.000",Bedroom,71.24,30.1,30.08
185007,"2019-12-31 03:35:25.000",Office,52.88,23.8,0
185008,"2019-12-31 03:36:07.000",Kitchen,74.12,28.2,0
185009,"2019-12-31 03:37:56.000","Living Room",77,23,0
185010,"2019-12-31 03:40:00.000",Garage,23.72,71.4,0
185011,"2019-12-31 03:40:11.000",Bedroom,71.42,30,30.07
185012,"2019-12-31 03:40:26.000",Office,52.88,23.7,0
185013,"2019-12-31 03:41:09.000",Kitchen,74.12,28.2,0
185014,"2019-12-31 03:42:56.000","Living Room",77,23,0
185015,"2019-12-31 03:45:01.000",Garage,23.54,71.4,0
185016,"2019-12-31 03:45:11.000",Bedroom,71.42,30,30.07
185017,"2019-12-31 03:45:26.000",Office,52.7,23.7,0
185018,"2019-12-31 03:46:09.000",Kitchen,74.12,28.2,0
185019,"2019-12-31 03:47:57.000","Living Room",77,23,0
185020,"2019-12-31 03:50:02.000",Garage,23.54,71.4,0
185021,"2019-12-31 03:50:11.000",Bedroom,71.42,29.9,30.07
185022,"2019-12-31 03:50:27.000",Office,52.7,23.7,0
185023,"2019-12-31 03:51:10.000",Kitchen,74.3,28,0
185024,"2019-12-31 03:52:57.000","Living Room",77,23,0
185025,"2019-12-31 03:55:02.000",Garage,23.36,71.4,0
185026,"2019-12-31 03:55:10.000",Bedroom,71.42,29.9,30.07
185027,"2019-12-31 03:55:27.000",Office,52.52,23.7,0
185028,"2019-12-31 03:56:10.000",Kitchen,74.12,28,0
185029,"2019-12-31 03:57:58.000","Living Room",77,23,0
185030,"2019-12-31 04:00:02.000",Garage,23.36,71.4,0
185031,"2019-12-31 04:00:10.000",Bedroom,71.42,29.9,30.07
185032,"2019-12-31 04:00:28.000",Office,52.52,23.7,0
185033,"2019-12-31 04:01:11.000",Kitchen,74.12,28,0
185034,"2019-12-31 04:02:58.000","Living Room",77,23,0
